date,text,code,temperature,feels_like,pressure,humidity,visibility,wind_direction,wind_direction_degree,wind_speed,wind_scale
2017-7-1 0:30,晴,1,29,28,998,62,9.3,南,200,9,2
2017-7-1 1:00,晴,1,28,28,998,63,7.7,西南,233,7.92,2
2017-7-1 1:30,晴,1,28,28,998,65,7.7,南,197,7.2,2
2017-7-1 2:00,晴,1,28,27,998,66,7.7,西南,233,9,2
2017-7-1 2:30,晴,1,28,27,998,67,6.6,南,180,7.2,2
2017-7-1 3:00,晴,1,28,27,998,67,6.6,南,197,10.08,2
2017-7-1 3:30,晴,1,28,27,998,67,6.6,南,188,7.2,2
2017-7-1 4:00,晴,1,27,27,998,67,6,西南,239,9,2
2017-7-1 4:30,晴,1,27,27,998,67,6,西南,239,9,2
2017-7-1 5:00,晴,1,27,26,998,72,5.5,南,180,5.76,2
2017-7-1 5:30,晴,0,27,26,998,70,4.3,南,194,6.84,2
2017-7-1 6:30,晴,0,26,26,999,71,3.8,南,160,5.4,1
2017-7-1 7:00,晴,0,26,26,999,72,3.8,东南,149,3.96,1
2017-7-1 7:30,晴,0,27,26,999,70,3.8,西南,205,5.04,1
2017-7-1 8:00,晴,0,27,27,999,69,3.8,南,163,10.08,2
2017-7-1 8:30,多云,4,27,27,999,70,3.3,西南,217,5.76,2
2017-7-1 9:00,多云,4,28,27,999,67,3.3,西南,236,3.96,1
2017-7-1 9:30,多云,4,29,28,999,67,3.2,西,270,3.24,1
2017-7-1 10:00,多云,4,29,29,999,63,3.2,西北,312,4.68,1
2017-7-1 10:30,多云,4,30,29,999,64,3.3,东,93,7.92,2
2017-7-1 11:00,多云,4,30,29,999,64,3.3,东,82,7.2,2
2017-7-1 11:30,多云,4,30,29,999,63,2.6,东南,121,6.84,2
2017-7-1 12:00,多云,4,32,31,998,57,2.6,东北,62,10.8,2
2017-7-1 12:30,多云,4,32,31,998,56,3,东南,141,7.56,2
2017-7-1 13:00,多云,4,33,32,998,53,3,南,197,8.28,2
2017-7-1 13:30,多云,4,33,33,998,50,3.3,南,200,10.08,2
2017-7-1 14:00,多云,4,34,33,997,53,3.3,南,197,15.12,3
2017-7-1 14:30,多云,4,34,34,997,50,4.6,西南,205,12.96,3
2017-7-1 15:00,多云,4,35,34,997,48,4.6,西南,211,12.96,3
2017-7-1 15:30,多云,4,35,35,996,47,5.4,西南,214,12.6,3
2017-7-1 16:00,多云,4,35,34,996,43,5.4,西南,211,18.72,3
2017-7-1 16:30,多云,4,36,35,996,40,6.6,西南,217,16.2,3
2017-7-1 17:00,多云,4,36,35,996,39,6.6,南,191,14.76,3
2017-7-1 17:30,多云,4,36,35,996,39,8.3,南,197,14.4,3
2017-7-1 18:00,多云,4,35,34,996,39,8.3,西南,211,12.96,3
2017-7-1 18:30,晴,0,35,34,996,39,9.4,西南,217,11.52,2
2017-7-1 19:00,晴,0,35,34,996,40,9.4,西南,203,7.56,2
2017-7-1 19:30,晴,0,34,34,996,41,10.2,南,169,13.32,3
2017-7-1 20:00,多云,4,34,33,996,44,10.2,南,174,7.56,2
2017-7-1 20:30,晴,1,33,33,996,46,8.3,南,174,6.48,2
2017-7-1 21:00,晴,1,33,32,997,49,8.3,东南,124,4.32,1
2017-7-1 21:30,晴,1,33,32,997,50,7.5,南,169,19.8,4
2017-7-1 22:00,晴,1,32,31,997,55,7.5,南,174,13.68,3
2017-7-1 22:30,晴,1,31,31,998,56,4.7,南,158,18,3
2017-7-1 23:00,晴,1,31,30,998,57,4.7,东南,132,16.2,3
2017-7-1 23:30,晴,1,30,29,997,60,4,东南,143,17.28,3
2017-7-2 0:00,晴,1,29,29,997,63,4,西南,222,6.12,2
2017-7-2 0:30,晴,1,29,29,997,63,4,南,158,11.88,2
2017-7-2 1:00,晴,1,29,28,998,66,2.8,南,160,3.96,1
2017-7-2 1:30,晴,1,29,28,997,66,2.6,东南,143,5.76,2
2017-7-2 2:00,晴,1,28,28,997,67,2.6,东,93,5.76,2
2017-7-2 2:30,晴,1,28,28,997,67,2.5,东,110,7.56,2
2017-7-2 3:00,晴,1,28,27,997,67,2.5,东南,121,6.12,2
2017-7-2 3:30,晴,1,27,27,998,68,2.6,东南,115,6.48,2
2017-7-2 4:00,晴,1,27,27,998,67,2.6,东南,124,7.92,2
2017-7-2 4:30,晴,1,27,26,998,69,2.6,东,70,7.56,2
2017-7-2 5:00,晴,1,26,26,998,72,2.6,东,84,5.4,1
2017-7-2 5:30,晴,0,26,26,998,75,2.2,东,76,8.64,2
2017-7-2 6:00,晴,0,26,26,998,76,2.2,东,73,10.44,2
2017-7-2 6:30,多云,4,26,25,999,76,2,东,76,10.08,2
2017-7-2 7:00,多云,4,26,26,999,74,2,东南,115,12.96,3
2017-7-2 7:30,多云,4,26,26,999,74,2.7,东,93,10.8,2
2017-7-2 8:00,多云,4,27,26,999,74,2.7,东,104,7.92,2
2017-7-2 8:30,多云,4,27,27,999,73,3.4,东,68,4.68,1
2017-7-2 9:00,多云,4,28,27,999,70,3.4,东,73,9,2
2017-7-2 9:30,多云,4,28,27,999,69,3.7,东南,113,5.4,1
2017-7-2 10:00,多云,4,28,28,999,67,3.7,东南,141,4.32,1
2017-7-2 10:30,多云,4,30,29,999,61,3.6,东,96,6.84,2
2017-7-2 11:00,多云,4,31,30,999,56,3.6,东南,138,10.8,2
2017-7-2 11:30,多云,4,31,31,999,55,4.3,东南,152,4.32,1
2017-7-2 12:00,多云,4,32,31,999,56,4.3,东南,115,7.2,2
2017-7-2 12:30,多云,4,32,31,999,58,4.3,东,110,12.6,3
2017-7-2 13:00,多云,4,33,32,998,53,4.3,南,160,6.48,2
2017-7-2 13:30,多云,4,33,32,998,49,4.7,西南,217,3.6,1
2017-7-2 14:00,多云,4,34,33,997,46,4.7,南,197,15.12,3
2017-7-2 14:30,多云,4,34,33,997,45,7.5,西南,219,10.8,2
2017-7-2 15:00,多云,4,34,34,997,43,7.5,南,177,16.2,3
2017-7-2 15:30,多云,4,34,33,997,45,8.5,西南,231,7.92,2
2017-7-2 16:00,多云,4,35,34,997,43,8.5,西南,214,15.12,3
2017-7-2 16:30,多云,4,34,33,997,43,7.9,东南,149,15.84,3
2017-7-2 17:00,多云,4,34,33,997,43,7.9,东南,138,8.64,2
2017-7-2 17:30,多云,4,34,33,997,42,7.9,东,93,12.96,3
2017-7-2 18:00,多云,4,33,32,997,44,9.2,东南,113,12.24,3
2017-7-2 18:30,多云,4,32,31,997,48,18.9,东南,113,9.72,2
2017-7-2 19:00,多云,4,32,31,998,43,18.9,东南,146,18,3
2017-7-2 19:30,多云,4,32,31,998,47,18.3,东南,124,16.2,3
2017-7-2 20:00,多云,4,30,30,998,52,18.3,东,98,10.08,2
2017-7-2 20:30,多云,4,30,29,999,58,17.7,南,183,12.96,3
2017-7-2 21:00,多云,4,29,29,999,63,17.7,东南,146,7.2,2
2017-7-2 21:30,多云,4,29,28,999,64,14.3,东南,115,12.24,3
2017-7-2 22:00,多云,4,28,28,1000,66,14.3,东南,113,5.76,2
2017-7-2 22:30,多云,4,28,27,1000,69,12.4,东,101,7.56,2
2017-7-2 23:00,多云,4,27,27,1000,71,12.4,东,79,9.36,2
2017-7-3 0:00,多云,4,27,26,1000,72,10.9,东南,118,8.64,2
2017-7-3 0:30,多云,4,27,26,1000,73,10.9,东,87,10.8,2
2017-7-3 1:00,多云,4,26,26,1000,75,11.2,东,110,15.84,3
2017-7-3 1:30,多云,4,26,25,1000,77,8.1,东,79,16.2,3
2017-7-3 2:00,多云,4,26,25,1000,78,8.1,东南,129,10.8,2
2017-7-3 2:30,多云,4,26,25,1000,77,6.8,东,79,6.48,2
2017-7-3 3:00,多云,4,26,25,1001,77,6.8,东南,121,6.84,2
2017-7-3 3:30,多云,4,26,25,1001,79,6.5,东,110,7.2,2
2017-7-3 4:00,多云,4,25,25,1001,81,6.5,东南,113,7.56,2
2017-7-3 4:30,多云,4,25,25,1001,81,5.3,东,70,3.6,1
2017-7-3 5:00,多云,4,25,24,1001,83,5.3,东,87,6.48,2
2017-7-3 5:30,多云,4,25,24,1001,85,4,东,82,4.32,1
2017-7-3 6:00,多云,4,25,25,1001,85,4,东,76,6.12,2
2017-7-3 6:30,多云,4,25,25,1001,85,3.6,东,70,7.92,2
2017-7-3 7:00,多云,4,26,25,1001,82,3.6,东南,135,6.48,2
2017-7-3 7:30,多云,4,26,26,1001,81,3.3,南,158,6.84,2
2017-7-3 8:00,多云,4,26,26,1001,79,3.3,南,183,5.4,1
2017-7-3 8:30,多云,4,27,26,1001,77,3.4,东北,59,5.76,2
2017-7-3 9:00,多云,4,27,26,1001,78,3.4,东,87,6.48,2
2017-7-3 9:30,多云,4,27,27,1001,75,3.6,北,340,3.96,1
2017-7-3 10:00,多云,4,28,27,1001,73,3.6,东北,42,4.68,1
2017-7-3 10:30,多云,4,28,27,1001,72,3.8,东,68,6.48,2
2017-7-3 11:00,多云,4,28,28,1001,69,3.8,东北,62,5.04,1
2017-7-3 11:30,多云,4,29,28,1001,67,3.7,东,96,6.12,2
2017-7-3 12:00,多云,4,29,29,1001,67,3.7,南,183,8.64,2
2017-7-3 12:30,多云,4,30,30,1001,65,4.4,西南,231,5.4,1
2017-7-3 13:00,多云,4,30,30,1000,66,4.4,东南,143,7.56,2
2017-7-3 13:30,多云,4,30,30,1000,60,4.5,东南,124,6.48,2
2017-7-3 14:00,多云,4,31,30,1000,58,4.5,东,98,6.84,2
2017-7-3 14:30,多云,4,31,31,1000,59,5.7,西,248,8.64,2
2017-7-3 15:00,多云,4,31,31,1000,58,5.7,西南,233,10.08,2
2017-7-3 15:30,多云,4,31,31,999,57,5.7,东,110,9.72,2
2017-7-3 16:00,多云,4,31,31,999,57,5.7,东,110,9.72,2
2017-7-3 16:30,多云,4,32,31,999,58,5.6,西南,211,9,2
2017-7-3 17:00,多云,4,32,32,999,57,5.6,东南,146,10.44,2
2017-7-3 17:30,多云,4,32,31,999,57,5.6,西南,233,7.92,2
2017-7-3 18:00,多云,4,32,31,999,56,6.2,南,197,6.84,2
2017-7-3 18:30,多云,4,32,31,999,56,6.2,东南,152,5.4,1
2017-7-3 19:00,阴,9,31,30,999,63,6.3,东南,129,13.32,3
2017-7-3 19:30,阴,9,31,30,999,64,5.4,东,107,11.52,2
2017-7-3 20:00,多云,4,30,30,1000,62,5.4,南,166,13.32,3
2017-7-3 20:30,阴,9,30,29,1000,61,6.2,东南,124,14.4,3
2017-7-3 21:00,阴,9,29,29,1000,59,6.2,东,90,9,2
2017-7-3 21:30,阴,9,29,29,1001,61,12.2,东南,143,7.2,2
2017-7-3 22:00,阴,9,29,28,1001,62,12.2,东南,127,8.28,2
2017-7-3 22:30,阴,9,29,28,1001,65,15.1,东,76,7.92,2
2017-7-3 23:00,阴,9,29,28,1001,66,15.1,东,98,5.4,1
2017-7-3 23:30,阴,9,28,28,1001,65,13.4,东,93,7.92,2
2017-7-4 0:00,阴,9,28,27,1001,66,13.4,东,93,5.76,2
2017-7-4 0:30,阴,9,28,27,1001,67,13.4,东,68,6.84,2
2017-7-4 1:00,阴,9,27,27,1001,59,14,东,93,9.36,2
2017-7-4 1:30,阴,9,27,26,1001,59,21,东南,124,9.72,2
2017-7-4 2:00,阴,9,27,26,1001,64,21,东南,115,7.56,2
2017-7-4 2:30,小雨,13,26,26,1001,70,12.1,西南,236,5.4,1
2017-7-4 3:00,小雨,13,23,23,1001,81,12.1,东,76,3.96,1
2017-7-4 3:30,小雨,13,23,23,1001,84,6,东北,65,5.04,1
2017-7-4 4:00,阴,9,23,23,1001,83,6,东,73,6.12,2
2017-7-4 4:30,阴,9,23,23,1001,83,6,东,73,6.12,2
2017-7-4 5:00,阴,9,24,24,1002,79,5.3,东北,56,7.2,2
2017-7-4 5:30,雷阵雨,11,24,24,1003,82,7.3,西北,326,10.08,2
2017-7-4 6:30,阴,9,23,22,1003,91,3.2,北,0,5.76,2
2017-7-4 7:00,阴,9,23,22,1003,92,3.2,东北,48,5.76,2
2017-7-4 7:30,阴,9,23,23,1002,93,2.7,东,73,7.56,2
2017-7-4 8:30,雷阵雨,11,23,22,1004,94,1.2,东北,65,10.08,2
2017-7-4 9:00,雷阵雨,11,22,22,1003,95,1.2,东,70,8.64,2
2017-7-4 9:30,雷阵雨,11,23,22,1003,95,1.2,东,70,12.96,3
2017-7-4 10:00,雷阵雨,11,23,23,1003,95,3.2,西北,304,9.72,2
2017-7-4 10:30,雷阵雨,11,23,23,1003,94,2,北,346,2.52,1
2017-7-4 11:00,雷阵雨,11,24,23,1003,94,2,北,349,4.32,1
2017-7-4 11:30,多云,4,24,24,1003,91,2.7,东北,65,6.12,2
2017-7-4 12:00,阴,9,24,24,1003,90,2.7,东南,121,2.52,1
2017-7-4 12:30,多云,4,25,25,1003,88,3.5,东,82,6.84,2
2017-7-4 13:00,多云,4,26,26,1003,80,3.5,东南,129,6.84,2
2017-7-4 13:30,雷阵雨,11,27,26,1003,75,4.4,西南,225,3.24,1
2017-7-4 14:00,雷阵雨,11,27,27,1003,75,4.4,东南,143,8.64,2
2017-7-4 14:30,多云,4,27,27,1002,77,4.2,东,96,10.44,2
2017-7-4 15:00,多云,4,28,27,1002,70,4.2,东,98,7.92,2
2017-7-4 15:30,多云,4,28,28,1002,66,5.4,西南,242,3.6,1
2017-7-4 16:00,多云,4,28,28,1002,66,5.4,东南,121,7.2,2
2017-7-4 16:30,多云,4,28,28,1002,69,9.5,东,107,5.4,1
2017-7-4 17:00,多云,4,28,28,1001,69,9.5,南,158,4.68,1
2017-7-4 17:30,阴,9,28,28,1001,67,6.9,西南,205,4.32,1
2017-7-4 18:00,阴,9,28,28,1001,69,6.9,西南,205,4.32,1
2017-7-4 18:30,阴,9,28,28,1002,71,5.8,西南,245,5.04,1
2017-7-4 19:00,阴,9,28,28,1002,71,5.8,西南,245,1.8,1
2017-7-4 19:30,阴,9,28,27,1002,72,5.7,西南,219,2.88,1
2017-7-4 20:00,阴,9,28,27,1002,74,5.7,北,17,3.96,1
2017-7-4 20:30,阴,9,27,27,1003,78,5.1,北,999017,0,0
2017-7-4 21:00,阴,9,27,27,1002,77,5.1,东,90,5.04,1
2017-7-4 21:30,阴,9,27,26,1003,82,4.2,西南,231,3.24,1
2017-7-4 22:00,阴,9,26,26,1003,82,4.2,北,999017,0,0
2017-7-4 22:30,阴,9,26,26,1003,83,3.8,西北,323,1.44,1
2017-7-4 23:00,阴,9,26,26,1003,82,3.8,东北,51,2.16,1
2017-7-4 23:30,多云,4,26,26,1003,83,3.5,东北,48,3.96,1
2017-7-5 0:00,多云,4,26,26,1003,83,3.5,东,107,2.88,1
2017-7-5 0:30,多云,4,26,26,1003,83,3.4,东,101,3.6,1
2017-7-5 1:00,多云,4,26,26,1003,86,3.4,东北,65,2.52,1
2017-7-5 1:30,多云,4,26,26,1003,84,2.9,东,98,5.4,1
2017-7-5 2:00,多云,4,26,26,1003,79,2.9,东南,118,8.64,2
2017-7-5 2:30,多云,4,26,26,1003,80,3.1,东,73,5.4,1
2017-7-5 3:00,多云,4,26,25,1003,82,3.1,东南,127,4.32,1
2017-7-5 3:30,多云,4,25,25,1003,86,3.5,北,14,3.6,1
2017-7-5 4:00,多云,4,25,24,1003,87,3.5,东,68,4.32,1
2017-7-5 4:30,多云,4,25,24,1003,89,2.8,东北,65,3.6,1
2017-7-5 5:00,多云,4,25,24,1003,89,2.8,东,68,5.76,2
2017-7-5 5:30,多云,4,25,24,1003,88,2.6,东,68,7.2,2
2017-7-5 6:30,多云,4,25,25,1004,84,3.1,东南,118,7.92,2
2017-7-5 7:00,多云,4,25,25,1004,84,3.1,东,98,6.48,2
2017-7-5 7:30,多云,4,26,26,1005,83,2.8,南,174,3.6,1
2017-7-5 8:00,晴,0,27,27,1005,81,2.8,东南,155,5.04,1
2017-7-5 8:30,多云,4,27,27,1005,80,2.7,南,200,8.64,2
2017-7-5 9:00,多云,4,27,27,1005,81,2.7,西南,214,11.16,2
2017-7-5 9:30,多云,4,28,27,1005,75,2.3,南,188,4.68,1
2017-7-5 10:00,多云,4,29,28,1005,72,2.3,东南,146,4.68,1
2017-7-5 10:30,多云,4,29,28,1005,70,2.6,南,180,9.72,2
2017-7-5 11:00,多云,4,29,29,1005,69,2.6,南,180,8.28,2
2017-7-5 11:30,多云,4,30,29,1004,67,2.8,东南,124,6.84,2
2017-7-5 12:00,多云,4,30,29,1004,67,2.8,南,200,3.6,1
2017-7-5 12:30,多云,4,30,30,1004,68,2.4,东南,143,19.8,4
2017-7-5 13:00,多云,4,31,30,1004,64,2.4,南,194,13.32,3
2017-7-5 13:30,多云,4,30,30,1004,67,2.7,南,191,17.28,3
2017-7-5 14:00,多云,4,31,31,1003,64,2.7,西南,205,9.36,2
2017-7-5 14:30,多云,4,31,31,1003,66,2.9,西南,205,13.32,3
2017-7-5 15:00,多云,4,31,31,1003,63,2.9,西南,211,17.28,3
2017-7-5 15:30,多云,4,31,31,1002,63,4,南,158,9.36,2
2017-7-5 16:00,多云,4,32,31,1002,60,4,西南,211,11.88,2
2017-7-5 16:30,多云,4,32,31,1002,60,5.2,南,183,11.16,2
2017-7-5 17:00,多云,4,32,31,1001,62,5.2,南,191,7.92,2
2017-7-5 17:30,多云,4,32,31,1001,58,6.5,南,188,13.68,3
2017-7-5 18:00,多云,4,32,31,1001,58,6.5,南,191,7.2,2
2017-7-5 18:30,阴,9,32,31,1002,59,8.2,东南,143,5.76,2
2017-7-5 19:00,阴,9,31,31,1002,66,8.2,东南,121,14.4,3
2017-7-5 19:30,阴,9,31,30,1002,69,5.1,东南,138,10.08,2
2017-7-5 20:00,阴,9,30,30,1003,70,5.1,东,110,15.12,3
2017-7-5 20:30,阴,9,29,29,1003,69,5.1,南,174,8.64,2
2017-7-5 21:00,阴,9,29,29,1003,67,5.1,东南,135,10.44,2
2017-7-5 21:30,阴,9,29,28,1003,67,7.3,东,98,11.88,2
2017-7-5 22:00,阴,9,28,28,1003,65,7.3,东南,143,12.24,3
2017-7-5 22:30,阴,9,28,27,1003,66,12.6,东南,124,12.6,3
2017-7-5 23:00,阴,9,28,27,1003,67,12.6,南,158,7.2,2
2017-7-5 23:30,多云,4,27,27,1003,69,9.2,东南,155,7.56,2
2017-7-6 0:00,多云,4,27,27,1003,69,9.2,西,278,2.88,1
2017-7-6 0:30,多云,4,27,27,1003,69,9.2,西,278,2.88,1
2017-7-6 1:00,多云,4,27,27,1002,71,8.4,东北,59,3.24,1
2017-7-6 1:30,多云,4,27,26,1002,73,7,北,14,2.52,1
2017-7-6 2:00,多云,4,27,26,1002,74,7,东北,62,3.96,1
2017-7-6 2:30,多云,4,26,26,1002,75,7,东,79,7.92,2
2017-7-6 3:00,多云,4,26,26,1002,75,7,东,79,7.92,2
2017-7-6 3:30,多云,4,26,26,1002,75,4.6,东,87,9.72,2
2017-7-6 4:00,多云,4,26,26,1002,78,4.6,东,82,11.16,2
2017-7-6 4:30,雷阵雨,11,25,24,1002,86,3.4,东,96,6.84,2
2017-7-6 5:00,雷阵雨,11,25,24,1002,86,3.4,东,96,6.84,2
2017-7-6 5:30,多云,4,25,25,1002,85,2.3,东,70,7.2,2
2017-7-6 6:30,多云,4,25,25,1002,87,2.3,东,70,8.64,2
2017-7-6 7:00,阴,9,25,25,1002,88,2,东南,115,16.92,3
2017-7-6 7:30,阴,9,25,25,1002,88,1.3,东,79,10.08,2
2017-7-6 8:30,小雨,13,25,24,1002,90,0.8,东,93,6.48,2
2017-7-6 9:00,小雨,13,25,24,1002,90,0.8,东,101,7.92,2
2017-7-6 9:30,阴,9,25,25,1001,85,0.8,东,93,19.44,3
2017-7-6 10:00,阴,9,26,26,1001,83,0.8,东,73,16.2,3
2017-7-6 10:30,多云,4,26,26,1001,81,1.7,东,70,14.76,3
2017-7-6 11:00,多云,4,26,26,1001,80,1.7,东南,132,22.32,4
2017-7-6 11:30,小雨,13,26,26,1001,83,2.2,东,73,22.68,4
2017-7-6 12:00,小雨,13,25,25,1000,90,2.2,东,101,10.44,2
2017-7-6 12:30,多云,4,25,25,1000,91,1.2,东,101,3.24,1
2017-7-6 13:00,小雨,13,25,25,1000,91,1.2,北,349,2.16,1
2017-7-6 13:30,小雨,13,25,24,1000,89,0.7,南,169,23.76,4
2017-7-6 14:00,小雨,13,24,23,1000,95,0.7,南,200,13.68,3
2017-7-6 14:30,中雨,14,24,23,1000,95,3.9,南,200,10.44,2
2017-7-6 15:00,中雨,14,24,23,999,94,3.9,南,180,8.28,2
2017-7-6 15:30,中雨,14,24,23,999,94,8.6,东,98,3.96,1
2017-7-6 16:00,中雨,14,24,23,999,94,8.6,东,73,9,2
2017-7-6 16:30,中雨,14,24,23,999,94,1.2,东,82,6.48,2
2017-7-6 17:00,中雨,14,24,23,998,95,1.2,东北,53,9,2
2017-7-6 17:30,大雨,15,24,23,998,95,2.6,东,79,10.08,2
2017-7-6 18:00,大雨,15,24,23,998,95,2.6,东,68,9.36,2
2017-7-6 18:30,大雨,15,24,23,998,94,3,东北,53,12.6,3
2017-7-6 19:00,中雨,14,24,23,998,94,3,东北,39,7.92,2
2017-7-6 19:30,中雨,14,24,23,998,95,2.5,东,79,6.84,2
2017-7-6 20:00,小雨,13,23,23,998,95,2.5,东,68,8.28,2
2017-7-6 20:30,中雨,14,23,23,998,95,1.3,西北,318,2.88,1
2017-7-6 21:00,中雨,14,23,22,998,94,1.3,东,70,19.44,3
2017-7-6 21:30,中雨,14,23,22,998,93,1.9,东,93,15.48,3
2017-7-6 22:00,多云,4,23,22,998,94,1.9,东,70,12.6,3
2017-7-6 22:30,多云,4,22,22,997,93,1.7,北,17,11.88,2
2017-7-6 23:00,多云,4,22,21,997,93,1.7,东北,45,9.36,2
2017-7-6 23:30,多云,4,22,21,997,92,2.3,北,20,9.36,2
2017-7-7 0:00,多云,4,22,21,996,92,2.3,北,11,7.92,2
2017-7-7 0:30,多云,4,22,21,997,92,2.3,东北,23,6.12,2
2017-7-7 1:00,多云,4,22,22,996,91,3.2,北,8,10.08,2
2017-7-7 1:30,多云,4,22,22,996,90,3.1,北,17,15.48,3
2017-7-7 2:00,多云,4,22,21,996,89,3.1,北,17,6.12,2
2017-7-7 2:30,多云,4,22,22,995,88,4.5,北,8,11.16,2
2017-7-7 3:00,多云,4,22,22,995,87,4.5,东北,39,4.32,1
2017-7-7 3:30,多云,4,22,22,995,87,5.4,北,11,5.76,2
2017-7-7 4:00,多云,4,22,21,994,89,5.4,北,17,3.96,1
2017-7-7 4:30,多云,4,22,21,995,89,4.5,东北,31,2.88,1
2017-7-7 5:00,多云,4,21,21,994,92,4.5,东北,65,1.8,1
2017-7-7 5:30,晴,0,21,20,994,93,3.3,西,290,3.96,1
2017-7-7 6:30,多云,4,23,22,994,89,2,西南,245,7.2,2
2017-7-7 7:00,多云,4,23,23,994,84,2,西北,301,10.08,2
2017-7-7 7:30,多云,4,24,23,995,84,6.5,西北,304,6.12,2
2017-7-7 8:00,晴,0,25,25,995,80,6.5,西,267,10.08,2
2017-7-7 8:30,晴,0,26,25,995,80,11.2,西,270,9.36,2
2017-7-7 9:00,晴,0,26,26,994,77,11.2,西,253,10.08,2
